"游戏","apk_type",Count
"com.CactusGames.ClashOfCrime",2,1
"com.CeanDoo.JunkyardTycoon",2,1
"com.Cheesecake.JasonFriday13th",2,1
"com.Chibig.VRFantasy",2,1
"com.ChillyRoom.DungeonShooter",2,1
"com.ClarkSongBookk",2,1
"com.Company.BOV",2,1
"com.Company.TornadoAlley",2,1
"com.CraftingMax.Explore",2,1
"com.Devzavod.TheSyrianBunker",2,1
"com.EGProject.StoneOfSouls2Free",2,1
"com.ENP.LoA.wt.googleplay",2,1
"com.EON.Tower",2,1
"com.ExtraCraft.Helga",2,1
"com.FDGEntertainment.Oceanhorn.gp",2,1
"com.FIFAStreet4.FootBallFES2017",2,1
"com.FaGame.Parking",2,1
"com.FakeCall2",2,1
"com.FirefighterSimulator2016",2,1
"com.ForgeGames.SpecialForcesGroup",2,1
"com.FunnyTime.Escapethe100roomI",2,1
"com.Gamozome.CarSimulator3D",2,1
"com.GettingOver.GettingOverIt",2,1
"com.GoGames.ClubSoccerDirector",2,1
"com.Hafjanj.DreamLeagueSoccer18",2,1
"com.HasjStudio.SoccerBarcelona",2,1
"com.HighbrowInteractive.IndonesianTrainSim",2,1
"com.Highspeedstudio.survivalraftmultiplayer2",2,1
"com.HomeNetGames.ZombieDefense",2,1
"com.HuriyaSoft.MiniMilitia3D",2,1
"com.Imaginationtoinnovation.BirdsShooting",2,1
"com.ImperiumMultimediaGames.MMA_Fighting_Clash",2,1
"com.InzenStudio.TapVoyager",2,1
"com.JogosAurora.Ponami",2,1
"com.JohnWright.ThriveIslandsFree",2,1
"com.KamaBulletGameLab.HackingSimulator",2,1
"com.Kazeta.WithstandZ",2,1
"com.Konan04.happybicycle",2,1
"com.Koukoi.Unstoppabull",2,1
"com.Laxarus.TigerBall",2,1
"com.LeSquare.ZombieReaperFixLT",2,1
"com.Level5.YWP",2,1
"com.LivelyCraft.BlockWorld",2,1
"com.M8.EjenAli_MATA_Academy",2,1
"com.MantisGames.DriftandRallyFREE",2,1
"com.MariiasGames.RetroBrickGame",2,1
"com.Meromsoft.SchoolGirlsSimulator",2,1
"com.Mosaba9a.asiladinia.qoran",2,1
"com.NeoMobileGames.BattleCity",2,1
"com.NextFloor.DestinyChild",2,1
"com.OppanaGames.HuntingSimulator4x4",2,1
"com.OppanaGames.MuscleCarChallenger",2,1
"com.OppanaGames.MuscleCarZL",2,1
"com.Passpartout.StarvingPainter",2,1
"com.PenguinRandomHouse.Beano",2,1
"com.PianoTiles.Pianotiles2alanwalker",2,1
"com.PiguinSoft.CafeRacer",2,1
"com.PoisonGames.SlendrinaMustDieTheAsylum",2,1
"com.PoisonGames.WendigoTheEvilThatDevours",2,1
"com.ProfiSoft.BMWDrifting",2,1
"com.QmzApps.hs",2,1
"com.Qplaze.RealRetroGames2",2,1
"com.RadanGames.Trainzimulator",2,1
"com.Reimajina.bookstory",2,1
"com.RoosterGames.RevolutionOffroad",2,1
"com.RoosterGames.TruckDriver2Multiplayer",2,1
"com.Sancaventures.GrandShooter",2,1
"com.ScnStudios.RealCityCarDriver3D",2,1
"com.Skowza.benten.ten.ben",2,1
"com.SmartSpace.SoSF.Android.malaysia",2,1
"com.SmokedStudios.CSim2",2,1
"com.StudioFurukawa.PixelCarRacer",2,1
"com.StudioR.TPR",2,1
"com.TJOC.TheJoyOfCreation",2,1
"com.TailOfTales.WaifuOrLaifu",2,1
"com.TaleSoftStudio.TapSouls",2,1
"com.UltimateGames.Fishing",2,1
"com.Vampire.Love.Story.Teen.Game.Romance",2,1
"com.WildSoda.MineSurvival",2,1
"com.Wooriline.Tienlen1vs1",2,1
"com.YoStarJP.AzurLane",2,1
"com.Zeeppo.RockLife",2,1
"com.a33studio.cspw",2,1
"com.abigames.towerdefense.td2",2,1
"com.absolute.bingo",2,1
"com.absolutist.skyclash",2,1
"com.acidcousins.fdunk",2,1
"com.actgames.bbrr.sgp",2,1
"com.actgroup.offroad.oiltanker.transport.simulation",2,1
"com.action.assassin.legend",2,1
"com.actiongames.multiplayercs",2,1
"com.activision.wipeout2",2,1
"com.adeskadev.jewelsthelgndofspdr",2,1
"com.adhdstudios.weedshop3",2,1
"com.agatestudio.juraganhantunew",2,1
"com.agatestudio.monsterresto",2,1
"com.agk.blitz",2,1
"com.ahoygames.okey",2,1
"com.aim.racinggt",2,1
"com.aladinfun.clashofsky_vn_pig",2,1
"com.alanapps.standoff",2,1
"com.alawar.FF3AmericanPie.F2P",2,1
"com.alawar.FarmFrenzy3.IceDomain",2,1
"com.amazinggamemaker.guessnamebasketballplayer",2,1
"com.amdroid.pedo.gas.flatulencia",2,1
"com.amech.mount.snipersstrike",2,1
"com.amegoo.dakon",2,1
"com.and.games505.exilebattleroyal",2,1
"com.and.riseofthekings",2,1
"com.androbaby.game2048",2,1
"com.androbros.wordsearchindonesian",2,1
"com.andromo.dev528717.app499404",2,1
"com.andron.crosswords2",2,1
"com.androyal.rivercrossing.complete",2,1
"com.angame.gunnymobi.vn",2,1
"com.anhhuy.ds4droid",2,1
"com.anhhuymarsh.ds4droid",2,1
"com.animoca.google.lordofmagic",2,1
"com.ankama.dragnboom",2,1
"com.ansangha.drdominoes",2,1
"com.ansangha.drlink",2,1
"com.ansangha.drparking4",2,1
"com.appgame7.jigsaw.free",2,1
"com.appgamesepakbola.ligasatuindonesia",2,1
"com.applabs.puzzle",2,1
"com.appquiz.Baby_Blocks",2,1
"com.apps.tomlinson.thefut17draftsimulator",2,1
"com.appxplore.crabwar",2,1
"com.appzone.lowkhyrokpro",2,1
"com.arloopa.rollercard",2,1
"com.arqew.bgc",2,1
"com.arzastudio.wheeliebike",2,1
"com.asg.etgt2",2,1
"com.asobimo.AlmategiaOfficial",2,1
"com.asobimo.avabel_gp_b3",2,1
"com.asobimo.izanagiOfficial",2,1
"com.asobimo.toramonline",2,1
"com.aspieapps.free.emulator",2,1
"com.assasinCreed.bloodlinesWalking",2,1
"com.atari.mobile.rctempire",2,1
"com.atomgame.gunwar",2,1
"com.auxbrain.zh2",2,1
"com.auxbrain.zombie_highway",2,1
"com.avengertw",2,1
"com.avidionmedia.iGunHD",2,1
"com.awt.subwayruncity",2,1
"com.axlebolt.standoff2",2,1
"com.azurgames.BattleGroundRoyale",2,1
"com.badfrog.conspiracy.app",2,1
"com.badminton.free",2,1
"com.bahubali.game",2,1
"com.bai69.danhbaidoithuong",2,1
"com.balysv.loop",2,1
"com.bambo.soccerbeach",2,1
"com.bandai.zakstorm",2,1
"com.bandainamcoent.citywars",2,1
"com.bandainamcoent.digimon_linkz",2,1
"com.bandainamcoent.digimon_linkz_ww",2,1
"com.bandainamcoent.imas_millionlive_theaterdays",2,1
"com.bandainamcoent.saomd",2,1
"com.bandainamcoent.saomdna",2,1
"com.bandainamcoent.sgr",2,1
"com.bandainamcoent.taikogp",2,1
"com.bandainamcoent.torays",2,1
"com.bandainamcogames.dbzdokkan",2,1
"com.bandainamcogames.pacfriends",2,1
"com.bandainamcogames.sdgstww",2,1
"com.barkost.rpg",2,1
"com.baviux.voicechanger",2,1
"com.bbgame.sgzapk.hk",2,1
"com.beardoor.mykoreanteacher",2,1
"com.bearhugmedia.android_sportsday",2,1
"com.beautygirlsinc.android_fashiondressdesigner",2,1
"com.beautygirlsinc.android_magzinephotoshoot",2,1
"com.beautygirlsinc.android_makeupeyesalon",2,1
"com.beautygirlsinc.android_winterhair",2,1
"com.beemoov.secrethenri.android",2,1
"com.ben.alien.fight.transform.tentengame",2,1
"com.berniiiiiiii.pyramots",2,1
"com.bestking.ninjawar",2,1
"com.beststrategy.kofxiv",2,1
"com.bettergame.clashhero",2,1
"com.beyondstudio.knightgame",2,1
"com.bfs.papertoss",2,1
"com.bigame.petworldred",2,1
"com.bigbeep.drivecar",2,1
"com.bigmouth.controlvoicegame",2,1
"com.bigzur.slenderiiifree",2,1
"com.bigzur.slendermansaga.free",2,1
"com.binaryworkssystems.juraganwayang",2,1
"com.bitmango.go.blockhexapuzzle",2,1
"com.bitmango.go.lollipop2match3",2,1
"com.bitmango.go.wordcookies",2,1
"com.bladeburning.racing.highway.offroad.hill.apps",2,1
"com.blockgame.toycubes",2,1
"com.blockot.bike.dune",2,1
"com.blockot.sniper_commando_warrior_ghost",2,1
"com.bluediamondgame.candyultimate",2,1
"com.bobby.carrothd",2,1
"com.bog.aircraftcombat",2,1
"com.bon.club.songbaihoanggia",2,1
"com.boolit.thefinalpowerlevelwarrior",2,1
"com.bottleflip2k16",2,1
"com.box10.dontwhackyourteacher",2,1
"com.boyaa.androidmarketar",2,1
"com.boyaa.enginexgxianggangqp.main",2,1
"com.breakfirst.ben10bf",2,1
"com.breakfirst.kuriosportsTV",2,1
"com.bubadu.bubbu",2,1
"com.bubadu.doctorkids",2,1
"com.bubadu.doctorkids2",2,1
"com.bubadu.littlebabydoctor",2,1
"com.budgestudios.HelloKittyLunchBox",2,1
"com.budokai.xenoverse.superSayan",2,1
"com.budokaiTenkaichi.saiyanGoku",2,1
"com.buffstudio.bkafree",2,1
"com.buildingcraftinggames.crafting.and.building.princess.girls.craft.exploration.adventure.minecraft.roblox.my.little.pony.sims",2,1
"com.bulky.sports.real.tag.wrestling",2,1
"com.bus.simulatorindonesia2018",2,1
"com.bxapps.BridalOutfitsShopping",2,1
"com.byv.TheArchers2",2,1
"com.byv.TheCatapult",2,1
"com.caCookie.JunleJewels",2,1
"com.callofcourage2.ww2.FrontlineCommando",2,1
"com.candyrufusgames.survivalcrafttrial",2,1
"com.cashquizz.cashquizz",2,1
"com.casuapps.locolor",2,1
"com.catdaddy.cat22",2,1
"com.catdaddy.catsicle",2,1
"com.catdaddy.mynba2k18",2,1
"com.catool.vegas.gangstercitytwo",2,1
"com.cds.zombiefortressdinofree",2,1
"com.cgame.royalchest",2,1
"com.chadtowns.daxfree",2,1
"com.cherry.pianist2",2,1
"com.cheshirex.stickmanthefight",2,1
"com.chess.master3d",2,1
"com.chesskid",2,1
"com.chillingo.catapultkingfree.android.row",2,1
"com.chillingo.fightback.android.rowplay",2,1
"com.chillingo.parkingmaniafree.android.rowgplay",2,1
"com.ciousya.casino.tongits",2,1
"com.city.commando.shooter",2,1
"com.cjenm.ModooMarbleKakao",2,1
"com.cjenm.sknights",2,1
"com.cluttermedia.flapbirdhd",2,1
"com.cocoplay.black.friday",2,1
"com.cocoplay.cocohiphop",2,1
"com.cocoplay.girlssquad",2,1
"com.cocoplay.iceskater",2,1
"com.cocoplay.shoppinggirl",2,1
"com.cocoplay.sweet.bakery",2,1
"com.codigames.dungeon",2,1
"com.com2us.inotia3.normal.freefull.google.global.android.common",2,1
"com.com2us.ninepb3d.normal.freefull.google.global.android.common",2,1
"com.combineinc.streetracing.driftthreeD",2,1
"com.confun.virtual.mom.famil.fun",2,1
"com.constellasys.crazyeights",2,1
"com.coolw.kr1warrior",2,1
"com.cooyostudio.finger.glow.hockey",2,1
"com.cooyostudio.penguin.run2",2,1
"com.coromandelinfotech.csk",2,1
"com.corp.Sniper",2,1
"com.counter.terrorists.swat.attack",2,1
"com.coweye.musync.googleplay",2,1
"com.crack.screen.prank.bfun",2,1
"com.crater.bbtan",2,1
"com.crazybuzz.candycrackmania.free",2,1
"com.crazyneuron.real.gangster.crime",2,1
"com.credeone.aircombatracing",2,1
"com.credeone.aorrdx",2,1
"com.crescentmoongames.aralon2zero",2,1
"com.crescentmoongames.morphite",2,1
"com.cricketaustralia.bigbash2016",2,1
"com.cricketgames.cricket",2,1
"com.crisisaction.tapkich",2,1
"com.crossfield.chess",2,1
"com.crossfield.shogibeginner",2,1
"com.crowdstar.covetfashion",2,1
"com.cs.real.rescue.simulation.free.apps",2,1
"com.csgoonline.counterterroriststrikebulletgun",2,1
"com.cup.bombervszombies_free",2,1
"com.cw.en1warrior",2,1
"com.cyscorpions.supersonicsurge",2,1
"com.dancingsquirrel.elf",2,1
"com.dautruongonline.gamesamloc",2,1
"com.dbSoftware.sievolve",2,1
"com.dbs.vertigoracing",2,1
"com.ddianle.lovedance.auditionmobile",2,1
"com.defjamfightforny.streetboxingfighting",2,1
"com.den.city.car.stunt.game",2,1
"com.desirepk.sniperx.apps",2,1
"com.devtek.cpa6",2,1
"com.dexintgames.ironleague",2,1
"com.dgs.bhop",2,1
"com.dgstudios.Secret.Agent.LaraCroft.two.FrontLine.Commando",2,1
"com.dhrandroid.word.search",2,1
"com.dhstudio.fisheatfish",2,1
"com.dictionary.solitaire",2,1
"com.dimcoms.checkers",2,1
"com.dirtybit.fra",2,1
"com.disney.wheresmywater2_goo",2,1
"com.distgames.whoisundercover",2,1
"com.djinnworks.RopeFly.lite",2,1
"com.djinnworks.StickmanSoccer2014",2,1
"com.dle.respawnables",2,1
"com.dm.BubbleShooter",2,1
"com.dmitsoft.illusion",2,1
"com.dmitsoft.magicwand",2,1
"com.dmitsoft.mouse",2,1
"com.dn.games.dtmafia",2,1
"com.dnddream.headsoccer.android",2,1
"com.domino.offlinefree",2,1
"com.dongtq.kingchess",2,1
"com.doodle.countershot",2,1
"com.doodle.turboracing3d",2,1
"com.doodlejoy.studio.kidsdoojoy",2,1
"com.dozcore.mathew.biblequiz",2,1
"com.dreamleague17.dsl",2,1
"com.dreamyTyper.timeStopper",2,1
"com.dressup.princess.manicure.free",2,1
"com.droid.developer.crack.screen.prank",2,1
"com.droidhang.zhanshen",2,1
"com.droidhen.game.racingmoto",2,1
"com.drynine.biblehangman",2,1
"com.dsemu.drasticdemo",2,1
"com.dualcarbon.drivesimulator2016Lite",2,1
"com.duckprog.makhos",2,1
"com.dvloper.granny",2,1
"com.dvloper.slendrinax",2,1
"com.dw.x2.gp.hd",2,1
"com.dzdev.motawassila",2,1
"com.ea.game.easportsufc_row",2,1
"com.ea.game.pvz2_row",2,1
"com.ea.game.starwarscapital_row",2,1
"com.ea.game.tetris2011_na",2,1
"com.ea.gp.fifaultimate",2,1
"com.ea.gp.nbamobile_sea",2,1
"com.ea.nfsautolog.bv",2,1
"com.easyrom.gameboy_advance_emulator_pro",2,1
"com.educastudio.marbeltamanbermain",2,1
"com.efun.twqmcs",2,1
"com.efun.zhuxian.sm",2,1
"com.efunfun.hk.chww",2,1
"com.eightelements.catlil.galacticheroes",2,1
"com.eightelements.freemiu.ejojoattack",2,1
"com.ej.gwon.th",2,1
"com.ekkorr.endlessfrontier",2,1
"com.ekkorr.endlessfrontier.global",2,1
"com.elechand.ikmkpro",2,1
"com.emadoz.tarneeb",2,1
"com.empire.grow.rome",2,1
"com.empunderantsinc.underemp",2,1
"com.emulator.psx",2,1
"com.emumega.snesp",2,1
"com.entertainment88.android.capsaroyale",2,1
"com.eoffactory.dungeonwalker",2,1
"com.epicwaronline.ms",2,1
"com.erosnow.MunnaMichael",2,1
"com.esportshooting.fps.thekillbox.tr",2,1
"com.estoty.game2048",2,1
"com.eva.treasureHunters",2,1
"com.exiongames.exionhillracing",2,1
"com.expertinapps.supermarketshoppinggirl",2,1
"com.explorercorp.cog",2,1
"com.extremedevelopers.tanksvsrobots",2,1
"com.ezjoynetwork.marbleblast3",2,1
"com.fairies.ru",2,1
"com.fanellapro.pocketestimation.android",2,1
"com.fantasticfun.easypclearning",2,1
"com.farlenkov.vrtps",2,1
"com.fastemulator.gbcfree",2,1
"com.fasten.wwrm",2,1
"com.fbbgo.dominocraft",2,1
"com.fdgentertainment.bananakong",2,1
"com.feelingtouch.strikeforce",2,1
"com.feelingtouch.zf3d",2,1
"com.ffgames.racingincar",2,1
"com.ffgames.sniper",2,1
"com.fgol.HungrySharkEvolution",2,1
"com.fibrum.captainfellcraftvr",2,1
"com.fibrum.crazyswingvr",2,1
"com.fibrum.roallercoastervr",2,1
"com.finz.real.street.football.soccer",2,1
"com.fires.jungle.run",2,1
"com.firstborngames.piggy",2,1
"com.fivedragonsgames.dogefut18",2,1
"com.flaregames.zgs",2,1
"com.flazm.bobtherobber4",2,1
"com.flerogames.aos.pitapatrestaurant.global.test",2,1
"com.flipgamesstudio.fire",2,1
"com.float32.themelobeat",2,1
"com.flyairup.matchgame.DiamondJungleHero",2,1
"com.fme.CookingCountry",2,1
"com.fonondy.dctc",2,1
"com.footballagentfree",2,1
"com.forallgames.spinblade3",2,1
"com.foranj.citybuilder",2,1
"com.foranj.newyeartale",2,1
"com.formulagames.f1.extreme.racing",2,1
"com.forrep.pad.combo",2,1
"com.forthblue.pool",2,1
"com.freegames.vegasgangstercrimesimulator",2,1
"com.freeslotsyou.trade",2,1
"com.frogmind.badland2.cmcm",2,1
"com.frojo.moy5",2,1
"com.froschmedia.skaterfree",2,1
"com.ftt.controlp.aos.Dev",2,1
"com.ftxgames.narcos",2,1
"com.fun4u.wifi.passwords",2,1
"com.fungame.mst.en",2,1
"com.fungames.animalescape",2,1
"com.fungames.battletanksbeta",2,1
"com.fungames.blockcraft",2,1
"com.fungames.flightpilot",2,1
"com.fungames.sniper3d",2,1
"com.fungamesmobile.escapechristmas",2,1
"com.funhtml5games.hangmanbible",2,1
"com.funny.uno",2,1
"com.funplus.familyfarmtango",2,1
"com.funplus.kingofavalon",2,1
"com.funplus.zh.daota",2,1
"com.fusion.fighter.en",2,1
"com.futureplay.minecraft",2,1
"com.fuvu.kvjhgvj.en",2,1
"com.g4fun.hoaquadaichien",2,1
"com.gabblestudios.boredbutton",2,1
"com.gadgetcrafts.enigmabox",2,1
"com.galapagossoft.trialdemo",2,1
"com.galasports.football",2,1
"com.gamad.shipgamessimulator",2,1
"com.game.JewelsStar",2,1
"com.game.mario.pinojungle",2,1
"com.game.space.shooter2",2,1
"com.gamearena.mountain.climb.challenge",2,1
"com.gamebai.nhatantat",2,1
"com.gamebai.sodoplay",2,1
"com.gamebolt.battleroyale",2,1
"com.gamecircus.tycoon",2,1
"com.gamedevltd.modernstrike",2,1
"com.gamefirst.chibisurvivor",2,1
"com.gameft.halloweenghostrider",2,1
"com.gamehouse.d11gp",2,1
"com.gamehouse.delicious15",2,1
"com.gameicreate.indiandesignersareesfashionsalonforwedding",2,1
"com.gameinsight.gobandroid",2,1
"com.gameiva.schooltripfunforkids",2,1
"com.gameloft.android.ANMP.GloftAGHM",2,1
"com.gameloft.android.ANMP.GloftHFHM",2,1
"com.gameloft.android.ANMP.GloftO2HM",2,1
"com.gameloft.android.ANMP.GloftRAHM",2,1
"com.gameloft.android.ANMP.GloftSXHM",2,1
"com.gameloft.android.ANMP.GloftZSHM",2,1
"com.gamelon.son.of.zeus",2,1
"com.gamelord.templefinalrun",2,1
"com.gamenami.chronoclash",2,1
"com.gameone.moto.extreme",2,1
"com.gamepanda.ST",2,1
"com.gameparadiso.milkchoco",2,1
"com.gamepixelsstudio.offroad.jeep.mountain.climb",2,1
"com.gameresort.sz2google",2,1
"com.games.edge.bmx.stunts.racer2017",2,1
"com.games.edge.heavy.mountain.bus.simulator",2,1
"com.games2win.powercrickett20",2,1
"com.games37.eoa",2,1
"com.gamesofa.android.luxytexasholdem",2,1
"com.gamevil.cartoonwars.one.global",2,1
"com.gamevil.dragonblaze1.android.google.global.normal",2,1
"com.gamevil.psrforkakao",2,1
"com.gamevil.punchhero.glo",2,1
"com.gamlox.mightybattlesgame",2,1
"com.gamtertainment.futuristic.battle.simulator",2,1
"com.gamzpromaker.CommandoGames",2,1
"com.garena.game.ak47en",2,1
"com.garena.game.ak47th",2,1
"com.garena.game.botw",2,1
"com.garena.game.fomvn",2,1
"com.garena.game.kofvn",2,1
"com.gav.swar.en",2,1
"com.gcrest.yume100prince.android",2,1
"com.gd.parking.bus.plaza.jeep.luxury",2,1
"com.gdi.crunchybit.alchemica",2,1
"com.geargames.pfp",2,1
